"107","Ohare","Tortas Frontera","10000 W Ohare Terminal 1, Chicago,IL 60666",,"Mexican","$$","****",,
"108","Ohare","Berghoff Caf","10000 W Ohare Terminal 1, Chicago,IL 60666",,"German","$$","***","7736019178",
"109","Ohare","Subway","10000 W Ohare Terminal 1, Chicago,IL 60666",,"Sandwitch","$","****","7734629942","www.subway.com/subwayroot/defa"
"110","Near South Side","Orpat Thai Restaurant","1906 S State St, Chicago, IL 60616","Casual Dining","Thai","$$","****","3125679898","www.opartthai.com"
"111","Near South Side","Chef Luciano","49 E Cermak Rd, Chicago, IL 60616","catering , wedding, ","Italian","$","****","3123260062","chefluciano.com/"
"112","Near South Side","Zapatista","1307 S wabash Ave, Chicago,IL60605","Casual Dining","Maxican","$$","****","3124351307","www.zapatistarestaurant.com"
"113","Hyde Park","Picolo Mondo","1642 E 56th Street, chicago,IL, 60637",,"Italian","$$","****","7736431106","www.piccolomondo.us"
"114","Hyde Park","Salonica","1440 E 57thSt, Chicago,IL,60637",,"American","$","****","7737523899","www.salonica57.com/location.ht"
"115","Hyde Park","Rajun Cajun","1459 E 53rdSt, chicago,IL,60637",,"Indian","$","****","7739551145","rajunrestaurant.com"
"116","Austin","Uncle Remus Chicken & Barbeque","4144 W Madison St,Chicago,IL,60624",,"Barbeque","$","****","7732658441","uncleremuschicken.com"
"117","Austin","3D's","5317 W North Ave,Chicago,IL 60639",,"Jamaican","$","****","7736376518",
"118","Austin","El Gran Burrito","5632 W North Ave, Chicago,IL,60639",,"Mexican","$","*****","7736222800",
"119","South Deering ","Calumet Fisheries","3259 E 95th St Chicago, IL 60617","Formal Dining","Seafood","$$","***","(773) 933-9855","http://www.calumetfisheries.co"
"120","South Deering ","Tacos Nietos","2863 E 95th St
Chicago, IL 60617
","Casual Dining","Mexican","$","****","(773) 731-8555","http://www.yelp.com/biz/tacos-"
"121","South Deering ","Chan's Chinese Kitchen ","1934 E. 95th Street Chicago, IL 60617","Small Dining","Chinese","$","***","(773) 734-9880","http://www.yelp.com/biz/chans-"
"122","West Town","A Tavola","2148 W Chicago Ave Chicago, IL 60622","Fine Dining","Italian","$$$","****","(773) 276-7567 ","http://www.atavolachi.com/"
"123","West Town","Yuzu Sushi & Robata Grill","1715 W Chicago Ave Chicago, IL 60622 ","Upscale Dining","Japanese","$$","****","(312) 666-4100 ","http://www.yuzuchicago.com/"
"124","West Town","Fatso's Last Stand","2258 W Chicago Ave Chicago, IL 60622 ","Small Eats","Burger Place","$","****","(773) 245-3287 ","http://www.fatsoslaststand.com"
"125","West Town","Arami","1829 W Chicago Ave Chicago, IL 60622 ","Group Dining","Sushi Bars","$$$","****","(312) 243-1535 ","http://www.aramichicago.com/"
"126","West Town","Cleos Bar & Grill","1935 W Chicago Ave Chicago, IL 60622 ","Nightclub","American Bar","$$","****","(312) 243-5600","http://www.cleosbar.com/info.p"
"127","Archer Heights","Birrirea Zaragoza","4852 S Pulaski Rd Chicago, IL 60632","Casual","Mexican","$$","***","(773) 523-3700","http://www.birrieriazaragoza.c"
"128","Archer Heights","Giadano's ","5159 S. Pulaski Road Chicago, IL 60632 ","Pizza Place","Italian","$$","***","(773) 582-7676","http://giordanos.com/location/"
"129","Archer Heights","Red Lobster ","5201 S. Pulaski Road Chicago, IL 60632 ","Fine Dining","Seafood","$$","***","(773) 284-7000 ","http://www.redlobster.com/"
"130","Archer Heights","China Ho Restaurant","5115 S Pulaski Road Chicago, IL 60632","Casual Place","Chinese","$$","****","(773) 284-1881","http://www.yelp.com/biz/china-"
"131","Archer Heights","El Taraso ","4358 W 51st St Chicago, IL 60632","Gettogether","Mexican ","$$","****","(773) 582-8745 ","http://www.eltarascochicago.co"
